Course ID,Course,Subject,Course No,Min Credits,Course Levels,Current Status,Short Title,Long Title,Schools,Division,Department,Acad Lvl,Yearly Cycle,Session Cycle,Reg Restrictions,Course Types,Natl ID,Terms Offered,Last Term Offered,Start Date,End Date,Description
5051,CMIN-2222,CMIN,2222,2,2,A,Teaching Bible to Ele Child,"Teaching the Bible to Elementary, To Elementary Children",HBIBL,BIBLE,BIBLE,UG,A,S,LEVEL,STND,39.0401,"2022SP, 2021SP, 2020SP, 2019FA, 2019SP, 2018SP, 2017FA, 2017SP, 2016SP, 2015FA, 2015SP, 2014FA, 2014SP, 2013FA, 2013SP",2022SP,1/1/2012,,"A study of the age characteristics, motivational , principles, learning methods, and curriculum for , teaching the Bible to children in Grades 1-6. , This course is normally offered in the fall and , spring semesters."
5792,CMIN-3013,CMIN,3013,3,3,A,Ministry in the Margins: a Glo,Ministry in the Margins: a Global Perspe,HBIBL,BIBLE,BIBLE,UG,E,S,LEVEL,"STND, GENED",39.0401,"2021FA, 2021SP",2021FA,4/30/2020,,"The purpose of this course is to explore and , examine ways in which the disability community , provides the church with a dynamic model of , spiritual transformation. The serious student , will take away from this course a deeper , understanding of the disability community and the , church's obligation to reach out to those who are , most vulnerable. This course will benefit those , who are majoring in biblical studies, education, , counseling, human services, business, any , health-related field, or intercultural studies."
5054,CMIN-3212,CMIN,3212,2,3,A,Curculm Dev for Children's Min,"Curriculum Development for Children's, Ministry",HBIBL,BIBLE,BIBLE,UG,A,A,LEVEL,STND,,,,1/1/2012,,"This course is designed to equip university , students with the skills to develop curriculum , for children's ministry and be able to utilize , the resources available. This course is normally , offered in the spring semester of even numbered , years."
5096,CMIN-3213,CMIN,3213,3,3,A,Curculm Dev for Children's Min,"Curriculum Development for Children's, Ministry",HBIBL,BIBLE,BIBLE,UG,E,S,LEVEL,"STND, GENED",39.0401,"2023SP, 2022SP, 2021FA, 2020SP, 2019SP, 2018SP, 2016SP, 2014SP",2023SP,8/26/2013,,
5022,CMIN-3403,CMIN,3403,3,3,A,Leadership & Adm of Child Min,"Leadership & Administration of Child, Ministry",HBIBL,BIBLE,BIBLE,UG,O,F,LEVEL,STND,39.0601,"2021SP, 2020FA, 2018FA, 2016FA, 2014FA, 2012FA",2021SP,1/1/2012,,"A study of the various and unique aspects of , leadership and administration necessary to be an , effective Children's Minister. This course is , normally offered in the fall semester of even , numbered years. Same as BIBL-3403."
5029,CMIN-3612,CMIN,3612,2,3,A,Spiritual Dev of Children,Spiritual Development of Children,HBIBL,BIBLE,BIBLE,UG,A,A,LEVEL,STND,39.0401,"2022FA, 2022SU, 2020FA, 2018FA, 2017SU, 2017SP, 2016FA, 2014FA, 2012FA",2022FA,1/1/2012,,"A study of the spiritual formation of children as , it applies to both churches and parents. Study , will focus on how Scripture, tradition, reason, , and experience are connected in shaping a child's , spiritual formation. Through reading, conducting , surveys, and assignments, students will learn , first-hand how to better equip churches, parents, , and teachers to fulfill this role. This course is , normally offered in the fall semester of even , numbered years."
6322,CMIN-3613,CMIN,3613,3,3,A,Spiritual Development of Child,Spiritual Development of Children,HBIBL,BIBLE,BIBLE,UG,E,S,LEVEL,"STND, GENED",39.0401,,,4/30/2020,,"This course examines the spiritual development of, children as it applies to both churches and, parents. Students will explore how Scripture,, tradition, reason, and experience are connected in, shaping a child's spiritual development."
5053,CMIN-4313,CMIN,4313,3,4,A,"Vol, Parents,staff in Yth/Fam","Volunteers, Parents, & Staff in Youth, And Family Ministry",HBIBL,BIBLE,BIBLE,UG,O,S,LEVEL,STND,39.0401,"2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP",2022SP,1/1/2012,,"This course will equip students to carry out , Ephesians 4:11-13. Effective youth and family , ministry requires help. Students will learn how , to recruit and train volunteers. Equipping , parents to do their God-given job (Deuteronomy , 6:4-9) will be given priority in the course. , Relationships with paid and volunteer staff will , be discussed. Students will be required to , volunteer at a local church during the semester , in the youth and family ministry. Same as , YTMN-4313. This course is normally offered in the , spring semester."
5638,CMIN-4411,CMIN,4411,1,3,A,Rec for the Disabled Child,Recreation for the Disabled Child,HBIBL,BIBLE,BIBLE,UG,A,A,LEVEL,,39.0401,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA, 2020SP, 2019FA, 2019SP",2023SP,1/1/2012,,
5107,CMIN-4412,CMIN,4412,2,3,A,Vitla Issues in Children's Min,Vitla Issues in Children's Ministry,HBIBL,BIBLE,BIBLE,UG,O,F,LEVEL,STND,39.0401,"2019FA, 2017FA, 2015FA, 2015SP, 2014FA, 2013FA",2019FA,1/1/2012,,"A study of the various and unique aspects of , leadership and administration necessary to be an , effective Children's Minister. This course is , normally offered in the spring semester of even , numbered years."
5195,CMIN-4802,CMIN,4802,2,"1, 2, 3, 4",A,SS: Special Studies Bible,SS: Special Studies Bible,HBIBL,BIBLE,BIBLE,UG,A,A,LEVEL,STND,39.0601,"2018SP, 2016FA, 2016SP, 2014FA, 2014SP",2018SP,1/1/2007,,
5055,CMIN-4822,CMIN,4822,2,4,A,Children's Ministry Internship,Children's Ministry Internship,HBIBL,BIBLE,BIBLE,UG,A,A,LEVEL,INTRN,39.0401,"2022SP, 2021SP, 2020FA, 2020SP, 2019FA, 2019SP, 2018FA, 2018SP, 2017FA, 2017SU, 2017SP, 2016FA, 2016SU, 2016SP, 2015FA, 2015SU, 2015SP, 2014FA, 2014SU, 2014SP",2022SP,1/1/2012,,Practical experience in a church situation under the guidance of an experienced teacher or supervisor. By approval only. This course is normally offered every semester.
5500,CMIN-4823,CMIN,4823,3,4,A,Children's Ministry Internship,Independent Study,HBIBL,BIBLE,BIBLE,UG,A,A,LEVEL,STND,39.0401,"2022SP, 2020SP, 2019SP, 2018SP, 2017SU",2022SP,1/1/2012,,
3505,CMSC-0011,CMSC,11,1,"1, 2",A,Computer Science Lower Divisio,Computer Science Lower Divisio,PROF,ENGCS,CSIS,UG,,,LEVEL,EQIV,,,,1/1/2001,,
3292,CMSC-0012,CMSC,12,2,"1, 2",A,Comp Science Lower Division,Computer Science Lower Divisio,PROF,ENGCS,CSIS,UG,,,LEVEL,EQIV,,,,1/1/2001,,
3172,CMSC-0013,CMSC,13,3,"1, 2",A,Computer Science Lower Div,Computer Science Lower Div,PROF,ENGCS,CSIS,UG,,,LEVEL,EQIV,11.0101,,,1/1/2001,,
3301,CMSC-0014,CMSC,14,4,"1, 2",A,Computer Science Lower Div,Computer Science Lower Div,PROF,ENGCS,CSIS,UG,,,LEVEL,EQIV,,,,1/1/2001,,
3850,CMSC-0015,CMSC,15,5,"1, 2",A,Computer Science Lower Div,Computer Science Lower Div,PROF,ENGCS,CSIS,UG,,,LEVEL,EQIV,,,,1/1/2001,,
3915,CMSC-0022,CMSC,22,2,"3, 4",A,Computer Science Upper Divisio,Computer Science Upper Divisio,PROF,ENGCS,CSIS,UG,,,LEVEL,EQIV,,,,1/1/2001,,
3173,CMSC-0023,CMSC,23,3,"3, 4",A,Computer Science Upper Div,Computer Science Upper Div,PROF,ENGCS,CSIS,UG,,,LEVEL,EQIV,11.0101,,,1/1/2001,,
5889,CMSC-0024,CMSC,24,4,"3, 4",A,Computer Science Upper Div,Computer Science Upper Div,PROF,ENGCS,CSIS,UG,,,LEVEL,EQIV,11.0101,,,1/1/2001,,
4769,CMSC-0053,CMSC,53,3,5,A,Computer Science-Graduate,Computer Science-Graduate,PROF,ENGCS,CSIS,GR,,,LEVEL,EQIV,,,,1/1/2001,,
719,CMSC-1003,CMSC,1003,3,1,A,Introduct. to Information Tech,Introduction to Information Technology,PROF,ENGCS,CSIS,UG,A,A,LEVEL,INT,11.0101,"2023SP, 2022FA, 2022SU, 2022SP, 2021FA, 2021SU, 2021SP, 2020FA, 2017FA, 2016FA, 2015FA, 2015SP, 2014FA, 2013FA, 2013SP, 2012FA, 2012SP, 2011FA, 2011SP, 2010FA, 2010SP, 2009FA, 2008FA, 2008SU3, 2008SP, 2007FA, 2007SU, 2007SP, 2006FA, 2006SU3, 2006SP, 2005FA, 2005SU3, 2005SP, 2004FA, 2004SU3, 2003FA, 2003SP, 2002FA, 2001FA, 2001SP, 2000FA, 2000SP, 1999FA, 1999SP",2023SP,1/1/1950,,"Designed to introduce the student to the tools and, methods of the information age. Topics include PC,, hardware and software, operating systems, basics, of computer security, and use of common PC, devices."
720,CMSC-1113,CMSC,1113,3,1,A,Programming I,Programming I,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2021SP, 2021JA, 2020FA, 2020SP, 2019FA, 2019SP, 2018FA, 2018SP, 2017FA, 2017SP, 2016FA, 2016SP, 2015FA, 2015SP, 2014FA, 2014SP, 2013FA, 2013SU, 2013SP, 2012FA, 2012SU, 2012SP, 2011FA, 2011SP, 2010FA, 2010SP, 2009FA, 2008SP, 2007FA, 2007SP, 2006FA, 2006SP, 2005FA, 2005SP, 2004FA, 2004SU1, 2003FA, 2003SU, 2003SP, 2002FA, 2002SU1, 2002SP, 2001FA, 2001SP, 2000FA, 2000SP, 1999FA, 1999SU1, 1999SP",2022FA,1/1/1950,,"Prerequisite: Corequisite-CMSC-1113L. An , introduction to the discipline of computing. The , course has three major objectives: to present , computing as a discipline, to develop skills in , problem solving using a computer and to teach the , software development process. This course , includes laboratory experiences in computer , science. Lecture - 3 hours; Laboratory - 2 hours. , This course is normally offered every semester."
2252,CMSC-1113L,CMSC,1113L,0,1,A,Programming I Lab,Programming I Lab,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2021SP, 2020FA, 2020SP, 2019FA, 2019SP, 2018FA, 2018SP, 2017FA, 2017SP, 2016FA, 2016SP, 2015FA, 2015SP, 2014FA, 2014SP, 2013FA, 2013SP, 2012FA, 2012SP, 2011FA, 2011SP, 2010FA, 2010SP, 2009FA, 2008SP, 2007FA, 2007SP, 2006FA, 2006SP, 2005FA, 2005SP, 2004FA, 2004SU1, 2003FA, 2003SU, 2003SP, 2002FA, 2002SU1, 2002SP, 2001FA, 2001SP, 2000FA, 2000SP, 1999FA, 1999SU1, 1999SP",2022FA,1/1/1950,,
4474,CMSC-1123,CMSC,1123,3,1,A,Programming II,Programming II,PROF,ENGCS,CSIS,UG,A,A,LEVEL,STND,11.0101,"2023SP, 2022SU, 2022SP, 2021SU, 2021SP, 2020SU, 2020SP, 2019FA, 2019SU, 2019SP, 2018FA, 2018SU, 2018SP, 2017FA, 2017SU, 2017SP, 2016FA, 2016SU, 2016SP, 2015FA, 2015SU, 2015SP, 2014FA, 2014SU, 2014SP, 2013FA, 2013SU, 2013SP, 2012FA, 2012SU, 2012SP, 2011FA, 2011SP, 2010FA, 2010SU, 2010SP, 2009FA, 2008FA, 2008SP",2023SP,5/1/2007,,"Prerequisites: CMSC-1113 and CMSC-1313 or , permission of instructor. Corequisite: , CMSC-1123L. Continues the development of basic , topics in computing, including algorithm design , and implementation, and basic data structures , such as linked lists and recursion. The course , focuses on the software development process, , including application design, testing and , documentation. This course includes laboratory , experiences in computer science. Lecture - 3 , hours; Laboratory - 2 hours. This course is , normally offered every semester."
4476,CMSC-1123L,CMSC,1123L,0,1,A,Programming II Lab,Programming II Lab,PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0101,"2023SP, 2022SU, 2022SP, 2021SU, 2021SP, 2020SU, 2020SP, 2019FA, 2019SU, 2019SP, 2018FA, 2018SU, 2018SP, 2017FA, 2017SU, 2017SP, 2016FA, 2016SU, 2016SP, 2015FA, 2015SP, 2014FA, 2014SP, 2013FA, 2013SP, 2012FA, 2012SP, 2011FA, 2011SP, 2010FA, 2010SU, 2010SP, 2009SP, 2008FA, 2008SP",2023SP,5/1/2007,,
5329,CMSC-1313,CMSC,1313,3,1,A,Software Engr I - Introduction,Software Engineering I - Introduction,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2015FA",2022FA,1/1/1950,,"A basic introduction to Software Engineering. , Topics include software development lifecycle, , computer systems, software systems and Internet , architectures, and basic tools (MS Word, MS , Excel, MS Access, wiki, CMS). This course is , normally offered in the fall semester."
5685,CMSC-2011,CMSC,2011,1,2,A,CS Team Experience I,CS Team Experience I,PROF,ENGCS,CSIS,UG,A,FS,LEVEL,STND,11.0101,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA, 2020SP, 2019FA",2023SP,1/1/2001,,"This course provides an experiential approach to, learning Computer Science in a specialized area,, with an emphasis on teamwork. The course may, include practive using current CS industry tools, and technologies, development of technology, demonstrations, academic competitions, or, undergraduate research depending on the specific, area. This course will typically require a poster, presentation or other demonstration of, deliveriables. This course is normally offered in, the spring semester. 2 hour lab."
4551,CMSC-2133,CMSC,2133,3,2,A,Object Oriented Programming,Object Oriented Programming,PROF,ENGCS,CSIS,UG,A,A,LEVEL,STND,11.0201,"2022FA, 2021FA, 2020FA, 2020SP, 2019FA, 2019SP, 2018FA, 2018SP, 2017FA, 2017SP, 2016FA, 2016SP, 2015FA, 2014FA, 2013FA, 2012FA, 2011FA, 2010FA, 2009FA, 2008FA",2022FA,7/1/2007,,"Prerequisite: CMSC-1123. Covers object oriented , design and implementation issues. Topics include , an introduction to modeling tools (e.g, UML), , abstraction, inheritance, polymorphism, memory , management, and common design patterns. The , course also provides an introduction to event , handling and GUI development using relevant class , libraries. Lecture - 3 hours; Laboratory - 2 , hours. This course is normally offered in the , fall semester."
5495,CMSC-2133L,CMSC,2133L,0,1,A,Object Oriented Programming la,"Object Oriented Programming Lab, Lab",PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2020FA, 2020SP, 2019FA, 2019SP, 2018FA, 2018SP, 2017FA",2022FA,1/1/1950,,
5354,CMSC-2213,CMSC,2213,3,2,A,Internet Application Developme,Internet Application Development,PROF,ENGCS,CSIS,UG,A,A,LEVEL,STND,11.0101,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP",2023SP,1/1/1950,,"Prerequisite: CMSC-2133. An , introduction to how the Internet works, the , software tools used to develop applications for , the Internet and the development of skills using , those tools. The tools will include HTML, CSS, , JavaScript, webservers, and application servers. , This course is normally offered in the spring."
5758,CMSC-2213L,CMSC,2213L,0,1,A,Internet Application Dev Lab,"Internet Application Development Lab, Lab",PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0101,"2023SP, 2022SP, 2021SP, 2020SP",2023SP,1/1/1950,,
5353,CMSC-2233,CMSC,2233,3,2,A,Data Structures and Algorithim,Data Structures and Algorithim Analysis,PROF,ENGCS,CSIS,UG,A,A,LEVEL,STND,11.0101,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP",2023SP,5/1/2015,,"Prerequisites: MATH-1623 and CMSC-2133. Covers , the characteristics of data structures and their , implementation. Topics include advanced lists, , trees, hashing schemes, and introductory , algorithm analysis. This course is normally , offered in the spring semester."
5347,CMSC-2313,CMSC,2313,3,2,A,Software Engr II - Practices,Software Engineering II - Practices,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2016SP",2022FA,1/1/1950,,"Prerequisite: CMSC-1123. An introduction to , Software Engineering practices. Topics include , software engineering processes and tools for the , major software development activities, including , requirements, design, develop, tests, deploy, and , maintain. It also includes the discussion of , software development methods, including Waterfall , and Agile. This course is normally offered in the , fall semester."
802,CMSC-2413,CMSC,2413,3,2,A,Assembly Lang,Assembly Language,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA, 2016FA, 2015FA, 2014FA, 2013FA, 2012FA, 2011FA, 2010FA, 2009FA, 2007FA, 2006FA, 2005FA, 2004FA, 2003FA, 2002FA, 2001FA, 2000FA, 1999FA",2022FA,1/1/1950,,"Prerequisites: CMSC-1123 and MATH-1623 or , departmental permission. An introduction to , assembly language concepts and programming. The , topics include binary and hexadecimal number , systems, data representation methods, addressing , techniques and subroutines. This course is , normally offered in the fall semseter."
5414,CMSC-3203,CMSC,3203,3,3,A,Game Programming Unity,Game Programming Unity,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2021SP, 2020FA, 2020SP, 2019FA, 2019SP, 2018SP, 2017SP",2022FA,1/1/1950,,"Prerequisites: CMSC-2233 This course provides an , introduction to game programming within a , contemporary game engine environment (e.g., , Unity3D). Topics include tool usage, basic asset , creation, the game engine API, and data , structures and logic for two and , three-dimensional games. This course assumes , familiarity with at least one object oriented , programming language. This course is offered , every fall semester."
5692,CMSC-3253,CMSC,3253,3,3,A,Game Programming Unreal,Game Programming Unreal,PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0101,"2023SP, 2022SP, 2021FA, 2021SP, 2020FA, 2019FA",2023SP,1/1/1950,,"Prerequisites: CMSC-2233, This course provides an introduction to game, programming within the Unreal game engine, environment. Topics include tool usage, basic, asset manipulation, the game engine API,, Blueprints, and data structures and logic for two, and three-dimensional games. This course assumes, familiarity with at least one object oriented, programming language. This course is typically, offered every spring semester."
5355,CMSC-3313,CMSC,3313,3,3,A,Software Engineering III - Eth,Software Engineering III - Ethics,PROF,ENGCS,CSIS,UG,A,A,LEVEL,STND,11.0101,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017FA",2022FA,1/1/1950,,"Prerequisite: CMSC-2313. Provides insight into , the ethics required in computer science and , software engineering practice. It will also , include the role of the computer in modern , society and its impact upon the individual. , Topics include ethical decision-making, legal , issues, dangers posed by computers, public , perception of computers, and computer scientists' , and futurists' views of computing. This course is , offered in the fall semester of odd numbered , years."
724,CMSC-3443,CMSC,3443,3,3,A,Computer Org & Arch,Computer Organization and Architecture,PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0101,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP, 2012SP, 2011SP, 2010SP, 2004SP, 2003SP, 2002SP, 2001SP, 2000SP, 1999SP",2023SP,1/1/1950,,"Prerequisite: CMSC-2413. An introduction to the , organization and structuring of the major , hardware components of computers. Emphasis is , placed upon the mechanics of information transfer , and control within a digital system and the , fundamentals of logic design. Topics include the , control unit, memory, ALU, I/O and interfacing. , Some lab experience is included. This course is , normally offered in the spring semester."
5548,CMSC-3633,CMSC,3633,3,3,A,Introduction to Cybersecurity,Introduction to Cybersecurity,PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0101,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018FA",2023SP,1/1/1950,,"This course provides a comprehensive, up-to-date,  global body of knowledge that ensures students,  have the right information security knowledge and,  skills to be successful in IT operational roles,  to mitigate security concerns and guard against,  the impact of malicious activity.  This course,  prepares students for the Systems Security,  Certified Practitioner (ISC2 SSCP) certification,  exam."
5681,CMSC-4011,CMSC,4011,1,4,A,CS Team Experience II,CS Team Experience II,PROF,ENGCS,CSIS,UG,A,FS,LEVEL,STND,11.0101,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA, 2020SP, 2019FA",2023SP,1/1/2001,,"This course provides an experiential approach to, learning Computer Science in a specialized area,, with an emphasis on teamwork. The course may, include practice using current CS industry tools, and technologies, development of technology, demonstrations, academic competitions, or, undergraduate research depending on the specific, area. This course will typically require a poster, presentation or other demonstration of, deliveriables. This course is normally offered in, the spring semester. 2 hour lab."
5356,CMSC-4113,CMSC,4113,3,4,A,Human Computer Interaction,Human Computer Interaction,PROF,ENGCS,CSIS,UG,A,A,LEVEL,STND,11.0101,"2023SP, 2022FA, 2022SP, 2021FA, 2020FA, 2020SP, 2019FA, 2019SP, 2018SP, 2017SP",2023SP,1/1/1950,,"Prerequisite: CMSC-2233. An introduction to user , interface design and user experience. Topics , include HCI concepts and principles, usability, , HCI evaluation, HCI design, interaction styles, , and interaction devices. This course is normally , offered in the fall semester of odd numbered , years."
738,CMSC-4123,CMSC,4123,3,4,A,Software Engr IV Tools,Software Engineering IV - Tools,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2016FA, 2014FA, 2012FA, 2010FA, 2008FA, 2006FA, 2004FA, 2002FA, 2000FA",2022FA,1/1/1950,,"Prerequisite: CMSC-2233 and CMSC-2313,, Co-requisite: CMSC-4323, This course will provide the student with, practical experience in the use of software tools, in a team environment. This course is the first in, a two-course sequence (see also CMSC-4243) in, which students are organized into teams to develop, a software product, typically for an external, customer. Tools covered include configuration, management tools, project management software,, software design/implementation tools, and, programming languages, frameworks, and libraries, required to create the product. This course is, normally offered every fall semester."
5982,CMSC-4123L,CMSC,4123L,0,4,A,Software Engineering IV-Tools,Software Engineering IV-Tools,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA",2022FA,2/5/2021,,
5615,CMSC-4133,CMSC,4133,3,4,A,Intro to Parallel Programming,Introduction to Parallel Programming,PROF,ENGCS,CSIS,UG,A,FS,LEVEL,STND,11.0101,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA, 2020SP, 2019FA, 2019SP",2023SP,1/1/1950,,"Prerequisite: CMSC-2133.  This course is an, introductory course in parallel programming for, upper-division undergraduate and graduate students, who have already learned to program in C, C++,, Java, or C#.  The goal of the course will be to, equip computer science students to be able to, program multi core computers and parallel, processors generally for scientific, engineering,, and business applications."
745,CMSC-4223,CMSC,4223,3,4,A,Computer Simulation,Computer Simulation,PROF,ENGCS,CSIS,UG,,,LEVEL,STND,11.0101,"2021SP, 2020SP, 2018SP, 2017SP, 2016SP, 2014SP, 2012SP, 2010SP, 2008SP, 2006SP, 2004SP, 2002SP, 2000SP",2021SP,1/1/1950,,"Prerequisite: CMSC-2233. An introduction to the , application of programming to the design and , implementation of computer simulations. Topics , include simulation languages and the application , of stochastic processes to simulation theory. , This course is normally offered in the spring , semester of even numbered years."
5342,CMSC-4233,CMSC,4233,3,4,A,Mobile Application Development,Mobile Application Development,PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0101,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018FA, 2016FA",2023SP,1/1/1950,,"Prerequisite: CMSC-2233 An introduction to mobile , application software development. In this course , the student will learn to develop mobile apps. , Topics will include mobile platforms and mobile , application development tools. This course is , normally offered every semester."
5358,CMSC-4243,CMSC,4243,3,4,A,Software Engineering V - Proje,Software Engineering V - Projects,PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0501,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2017SP",2023SP,1/1/1950,,"Prerequisites: CMSC-4123 and Pre-or Co-requisite , CMSC-4323 This is a project-based course in which , students work on teams to complete the entire , lifecycle of a significant software project, from , requirements analysis to system delivery and , testing. In addition to software system , deliverables, teams will be responsible for , writing software specifications and training , materials, as well as making multiple , presentations to customers and faculty. This , course is normally offered in the spring semester , of odd numbered years."
6040,CMSC-4243L,CMSC,4243L,0,4,A,Software Engineering V - Proje,Software Engineering V - Projects Lab,PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0101,"2023SP, 2022SP",2023SP,2/5/2021,,Software Engineering V - Projects Lab
5695,CMSC-4253,CMSC,4253,3,4,A,Theory of Computing,Theory of Computing,PROF,ENGCS,CSIS,UG,A,A,LEVEL,STND,11.0501,"2023SP, 2022SP, 2021SP, 2020SP",2023SP,4/29/2019,,"An introduction to the theory of computation., Topics include languages, finite state automata,, context free grammars, Turing machines, complexity, classes, P vs NP, quantum complexity, and the, arithmetic hierarchy. Recommended for students, pursuing a further graduate study."
749,CMSC-4323,CMSC,4323,3,4,A,Database Systems,Database Systems,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2020FA, 2019FA, 2018FA, 2017SU, 2016FA, 2014FA, 2012FA, 2010FA, 2008FA, 2006FA, 2004FA, 2002FA, 2000FA",2022FA,1/1/1950,,"Prerequisite: CMSC-2233. An introduction to , database systems. Topics include the design and , implementation of the major database models. This , course is normally offered in the fall semester , of even numbered years."
751,CMSC-4413,CMSC,4413,3,4,A,Operating Systems,Operating Systems,PROF,ENGCS,CSIS,UG,A,S,LEVEL,STND,11.0101,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP, 2012SP, 2011SP, 2010SP, 2008SP, 2007SP, 2006SP, 2005SP, 2004SP, 2003SP, 2001FA, 1999FA",2023SP,1/1/1950,,"Prerequisites: CMSC-2233 and CMSC-3443 or , CENG-3203. An examination of the major features , of an operating system and its interaction with , the hardware at the register level. Topics , include memory management, job scheduling, and , multi-programming. This course is normally , offered in the spring semester."
5344,CMSC-4443,CMSC,4443,3,4,A,Cryptography,Cryptography,PROF,ENGCS,CSIS,UG,A,F,LEVEL,STND,11.0101,"2022FA, 2021FA, 2018FA, 2016FA",2022FA,1/1/1950,,"This course covers foundations and practical, applications of modern cryptography.  Ideas about, defining security, hardness assumptions, and the, possibility of proving security of complicated, constructions based on low-level primitives will, all be explored.  Topics include: principles of, modern cryptography, classical encryption, schemes,private-key encryption, message, authentication, hash functions, public-key, encryption, and digital, signatures.  By the end of the course, the student, will have a firm grasp of cryptographic primitives, in wide use today and a knowledge of how to, combine these in order to develop modern protocols, for secure communciation. Students cannot receive, credit for both CMSC-4443 and CMSC-5523."
754,CMSC-4513,CMSC,4513,3,4,A,Programming Languages,Programming Languages,PROF,ENGCS,CSIS,UG,A,A,LEVEL,STND,11.0201,"2023SP, 2022SP, 2021SP, 2020SP, 2019SP, 2018SP, 2017SP, 2016SP, 2015SP, 2014SP, 2013SP, 2012SP, 2011SP, 2009SP, 2007SP, 2005SP, 2003SP, 2001SP, 1999SP",2023SP,1/1/1950,,"Prerequisite: CMSC-2233. A study of the , organization of programming languages. Topics , include data types, sequence control, data , control, and operating environment , considerations. Several high-level languages will , be studied. This course is normally offered in , the spring semester of odd numbered years."
5549,CMSC-4643,CMSC,4643,3,4,A,Network Security With Lab,Network Security With Lab,PROF,ENGCS,CSIS,UG,A,FS,LEVEL,STND,11.0201,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA, 2020SP, 2019FA, 2019SP, 2018FA",2023SP,1/1/2009,,"Prerequisite: CMSC-4213. This course focuses on, the concepts, terminology and practice of network, security. Topics include the fundamental goals of, network security and practical applications of, wired and wireless network security techniques, such as applications of cryptology in network, protocols, authentication, access control, network, security devices such as firewalls and intrusion, detection and prevention systems, incident, response, log analysis, honeypots, and honeynets., This course prepares students for the CompTIA, Network+ and Security+ certification exams., Students are required to research and present an, APAP format research paper. Laboratory 2 hours."
5648,CMSC-4643L,CMSC,4643L,0,4,A,Network Security Lab,Network Security Lab,PROF,ENGCS,CSIS,UG,A,FS,LEVEL,STND,11.0101,"2023SP, 2022FA, 2022SP, 2021FA, 2021SP, 2020FA, 2020SP, 2019FA, 2019SP",2023SP,1/1/1950,,
